mapsUrl,name,rating,reviewCount,category,separator,address1,address,openingStatus,closingInfo,phone,icon,action,imageUrl,keyReviewSnippet
"https://www.google.com/maps/place/Crystal+Animal+Clinic/data=!4m7!3m6!1s0x3ae3693a0a7173c3:0xb0dfbaaa7980fec8!8m2!3d7.2831313!4d80.5911842!16s%2Fg%2F11q_674773!19sChIJw3NxCjpp4zoRyP6Aeaq637A?authuser=0&hl=en&rclk=1","Crystal Animal Clinic","5.0","(20)","Veterinarian","·","136 Gannoruwa-Muruthalawa Rd","·","Opens soon","· 5:30 PM","074 104 1143","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Very good service"
"https://www.google.com/maps/place/Animal+Clinic+%2FMobile+Veterinary+Service/data=!4m7!3m6!1s0x3ae3696b576fda65:0x4d2f4d787a27672c!8m2!3d7.2798028!4d80.5653882!16s%2Fg%2F11fz9_1z6c!19sChIJZdpvV2tp4zoRLGcnenhNL00?authuser=0&hl=en&rclk=1","Animal Clinic /Mobile Veterinary Service","3.9","(7)","Animal hospital","·","7HH8+W5C","·","Closes soon","· 6 PM · Opens 8 AM Sun","071 054 2255","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","100 % Recommend"
"https://www.google.com/maps/place/PET+AND+VET+ANIMAL+CLINIC/data=!4m7!3m6!1s0x3ae36bf164e7ca81:0x8d36a85a05a78f!8m2!3d7.2597291!4d80.5277168!16s%2Fg%2F11f5qyzgst!19sChIJgcrnZPFr4zoRj6cFWqg2jQA?authuser=0&hl=en&rclk=1","PET AND VET ANIMAL CLINIC","4.5","(17)","Veterinary care","·","·","213 Kandy - Colombo Rd","Closes soon","· 5:30 PM · Opens 9:30 AM Sun","077 367 1130","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Getting medicine for all my pets from Dr. Piyumi as long as i remember."
"https://www.google.com/maps/place/Dr+Geetika+animal+clinic/data=!4m7!3m6!1s0x3ae36726bc3dc357:0x9a1560e9b01b8adc!8m2!3d7.2853337!4d80.6709565!16s%2Fg%2F11kqs00pln!19sChIJV8M9vCZn4zoR3IobsOlgFZo?authuser=0&hl=en&rclk=1","Dr Geetika animal clinic","5.0","(2)","Animal hospital","·","7MPC+49P, Nattarampotha - Yakgahapitiya Rd","","","","072 011 8063","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Good place .good service.and affordable prices"
"https://www.google.com/maps/place/Teldeniya+Animal+Clinic/data=!4m7!3m6!1s0x3ae361004f2cba69:0xc8573e4911bdf4f8!8m2!3d7.3166519!4d80.7565574!16s%2Fg%2F11yg3m2mh2!19sChIJabosTwBh4zoR-PS9EUk-V8g?authuser=0&hl=en&rclk=1","Teldeniya Animal Clinic","5.0","(1)","Animal hospital","·","Madapola, 101 kandy Rd","·","Open","· Closes 7 PM","077 256 2528","","Directions","",""
"https://www.google.com/maps/place/Veterinary+Teaching+Farm/data=!4m7!3m6!1s0x3ae36f3493b6428b:0x891cf7c30dbb0ecd!8m2!3d7.252317!4d80.6060725!16s%2Fg%2F11c5bk7mc5!19sChIJi0K2kzRv4zoRzQ67DcP3HIk?authuser=0&hl=en&rclk=1","Veterinary Teaching Farm","4.8","(9)","Farm","·","7J24+WCG","Open 24 hours","·","","0815 670 700","","Website","",""
"https://www.google.com/maps/place/Vet+Plus+Animal+Clinic/data=!4m7!3m6!1s0x3ae34300581a5a6d:0x2878c852d4f5359e!8m2!3d7.3783553!4d80.5858229!16s%2Fg%2F11y6j2vxvq!19sChIJbVoaWABD4zoRnjX11FLIeCg?authuser=0&hl=en&rclk=1","Vet Plus Animal Clinic","5.0","(2)","Animal hospital","","·","","Open","· Closes 7 PM","071 594 4030","","Directions","",""
"https://www.google.com/maps/place/Vets+for+Life+Animal+Clinic+and+Surgery/data=!4m7!3m6!1s0x3ae3692486418063:0x3ce4bf64b9761c5a!8m2!3d7.268993!4d80.5796116!16s%2Fg%2F11f_d5rdm0!19sChIJY4BBhiRp4zoRWhx2uWS_5Dw?authuser=0&hl=en&rclk=1","Vets for Life Animal Clinic and Surgery","4.8","(5)","Hospital","·","128, Colombo Road, Kehelwala","·","Open","· Closes 9 PM","070 224 6246","","Directions","",""
"https://www.google.com/maps/place/Pet+Health+Animal+Care+Center/data=!4m7!3m6!1s0x3ae367aee6de53f7:0x3d7aee55a697537b!8m2!3d7.2983233!4d80.6347005!16s%2Fg%2F11sfqd4gjq!19sChIJ91Pe5q5n4zoRe1OXplXuej0?authuser=0&hl=en&rclk=1","Pet Health Animal Care Center","4.8","(4)","Animal hospital","·","245 A9","·","Closed","· Opens 6:30 PM","077 582 0101","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","I took my kitten there...The people there were so kind and ..."
"https://www.google.com/maps/place/Pet+Care+Animal+Clinic+%26Surgery/data=!4m7!3m6!1s0x3ae367f0c3f4230d:0xd16c1a0bf98ca674!8m2!3d7.2729965!4d80.658118!16s%2Fg%2F11twt0xwkk!19sChIJDSP0w_Bn4zoRdKaM-QsabNE?authuser=0&hl=en&rclk=1","Pet Care Animal Clinic &Surgery","","","Animal hospital","·","213 Ampitiya-Talatuoya Rd","·","Open","· Closes 8:01 AM Sun","071 847 5956","","Directions","",""
"https://www.google.com/maps/place/Animal+Clinic/data=!4m7!3m6!1s0x3ae367991db5227d:0x9b51efdbef48f402!8m2!3d7.3341752!4d80.6747729!16s%2Fg%2F11kmpgvf5c!19sChIJfSK1HZln4zoRAvRI79vvUZs?authuser=0&hl=en&rclk=1","Animal Clinic","4.0","(4)","Hospital","·","Pitiyagedera - Wattegama - Iriyagastenne Rd","·","Open","· Closes 8 PM","070 230 9497","","Directions","",""
"https://www.google.com/maps/place/Vetscan+Animal+Hospital/data=!4m7!3m6!1s0x3ae3696afda1f98f:0xf0b744d7fa6c8e48!8m2!3d7.2920762!4d80.6088429!16s%2Fg%2F11gk0vjkz_!19sChIJj_mh_Wpp4zoRSI5s-tdEt_A?authuser=0&hl=en&rclk=1","Vetscan Animal Hospital","4.3","(19)","Veterinarian","·","·","7JR5+RGP","","","071 444 6715","","Directions","",""
"https://www.google.com/maps/place/Watapuluwa+Pet+Clinic/data=!4m7!3m6!1s0x3ae367e74fc0681f:0xc36875b35a7cf3fd!8m2!3d7.3195752!4d80.6388667!16s%2Fg%2F11c1q9f3xt!19sChIJH2jAT-dn4zoR_fN8WrN1aMM?authuser=0&hl=en&rclk=1","Watapuluwa Pet Clinic","","","Hospital","·","156 Devi Rd","·","Open","· Closes 8:30 PM","072 222 0120","","Directions","",""
"https://www.google.com/maps/place/Government+Veterinary+Clinic+-Kundasale+phone+number/data=!4m7!3m6!1s0x3ae36731d6cf6e59:0x47afdfa40356b94!8m2!3d7.2822656!4d80.6863833!16s%2Fg%2F11f7328tjv!19sChIJWW7P1jFn4zoRlGs1QPr9egQ?authuser=0&hl=en&rclk=1","Government Veterinary Clinic -Kundasale phone number","4.1","(9)","Animal hospital","·","7MJP+WH2","","","","0812 420 544","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Please add the contact number."
"https://www.google.com/maps/place/Animal+Clinic+%26+Surgery/data=!4m7!3m6!1s0x3ae345daf00035b1:0x3c6a1828efe9e828!8m2!3d7.4611274!4d80.6272577!16s%2Fg%2F11fjz_zzlg!19sChIJsTUA8NpF4zoRKOjp7ygYajw?authuser=0&hl=en&rclk=1","Animal Clinic & Surgery","5.0","(1)","Animal hospital","·","115C, Kandy road Kandy jaffna, high way","·","Open","· Closes 8 PM","070 230 9497","","Directions","",""
"https://www.google.com/maps/place/Animal+Clinic/data=!4m7!3m6!1s0x3ae36896520ce165:0x7084537243e0fc8a!8m2!3d7.2777421!4d80.6185488!16s%2Fg%2F11ddwz7c81!19sChIJZeEMUpZo4zoRivzgQ3JThHA?authuser=0&hl=en&rclk=1","Animal Clinic","4.1","(18)","Animal hospital","·","14/10 Heerassagala Rd","·","Closed","· Opens 6 PM","071 835 7003","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Highly recommend."
"https://www.google.com/maps/place/V-Max+Pet+Care+Animal+Clinic/data=!4m7!3m6!1s0x3ae3690012aa83ed:0xe87fbfe3771f5b9!8m2!3d7.3085835!4d80.6165816!16s%2Fg%2F11y66wdm_s!19sChIJ7YOqEgBp4zoRufVxN_77hw4?authuser=0&hl=en&rclk=1","V-Max Pet Care Animal Clinic","3.7","(3)","Veterinarian","·","8J58+CJP","","","","","","Directions","",""
"https://www.google.com/maps/place/Government+Veterinary+Clinic/data=!4m7!3m6!1s0x3ae3695b52114b57:0x605fe185823f7afd!8m2!3d7.2684451!4d80.5546699!16s%2Fg%2F11c2nphffk!19sChIJV0sRUltp4zoR_Xo_goXhX2A?authuser=0&hl=en&rclk=1","Government Veterinary Clinic","3.9","(15)","Animal hospital","·","7H93+9VF","","","","0812 575 279","","Directions","",""
"https://www.google.com/maps/place/Police+Kennels/data=!4m7!3m6!1s0x3ae3687ff6799d67:0xa2e0e757093d189f!8m2!3d7.2978548!4d80.6315198!16s%2Fg%2F11dzvn2bl3!19sChIJZ5159n9o4zoRnxg9CVfn4KI?authuser=0&hl=en&rclk=1","Police Kennels","4.9","(21)","Kennel","·","7JXJ+4JR, Wariyapola Sri Sumangala Mawatha","·","Open 24 hours","","0812 234 374","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Loved visiting the service 🐕 🐶"
"https://www.google.com/maps/place/Pick+My+Pet+Kandy/data=!4m7!3m6!1s0x3ae369006236ddd7:0x3d6b587b611d27b6!8m2!3d7.2935722!4d80.6253333!16s%2Fg%2F11yhwr8f_j!19sChIJ1902YgBp4zoRticdYXtYaz0?authuser=0&hl=en&rclk=1","Pick My Pet Kandy","5.0","(6)","Pet groomer","","·","","Closed","· Opens 9 AM Sun","071 568 6665","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Ms. Sandamali handled my kitten with so much care and love."
"https://www.google.com/maps/place/X-Ray+for+Pets/data=!4m7!3m6!1s0x3ae369d0804e299f:0x817b00baee48bd19!8m2!3d7.2881198!4d80.6289881!16s%2Fg%2F11smylv6cz!19sChIJnylOgNBp4zoRGb1I7roAe4E?authuser=0&hl=en&rclk=1","X-Ray for Pets","4.7","(3)","X-ray lab","·","259 Kandy Rd","·","Closed","· Opens 12 PM Sun","071 062 1167","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Fast results and clear explanations."
"https://www.google.com/maps/place/Department+of+Animal+Production+%26+Health%28Central+Province%29/data=!4m7!3m6!1s0x3ae368c40930edc3:0xc1676457327733a3!8m2!3d7.2698055!4d80.6040594!16s%2Fg%2F1hd__4q54!19sChIJw-0wCcRo4zoRozN3MldkZ8E?authuser=0&hl=en&rclk=1","Department of Animal Production & Health(Central Province)","3.5","(24)","Government office","·","13 Kandy - Colombo Rd","Closed","·","· Opens 8:30 AM Mon","0812 388 195","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","I requested an import permit to bring a cat from Malaysia to Sri Lanka."
"https://www.google.com/maps/place/Health+1st+Pharmacy/data=!4m7!3m6!1s0x3ae368823c5b808d:0x151bbb793f0b5050!8m2!3d7.2923281!4d80.632178!16s%2Fg%2F11c5t27fzw!19sChIJjYBbPIJo4zoRUFALP3m7GxU?authuser=0&hl=en&rclk=1","Health 1st Pharmacy","4.2","(5)","Pharmacy","·","No.57 Peradeniya Rd","·","Open","· Closes 7 PM","0812 232 475","","Directions","","In-store pick-up"
"https://www.google.com/maps/place/Sunshine+Grooms/data=!4m7!3m6!1s0x3ae369c81f14b3d1:0x7c955bb74a06e6b!8m2!3d7.2797462!4d80.6202033!16s%2Fg%2F11yj7hxvw2!19sChIJ0bMUH8hp4zoRa26gdLtVyQc?authuser=0&hl=en&rclk=1","Sunshine Grooms","4.9","(33)","Pet groomer","","·","Open","","· Closes 10 PM","074 197 1029","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","The staff were friendly and professional, taking great care of our puppy."
"https://www.google.com/maps/place/Veterinary+Research+Institute/data=!4m7!3m6!1s0x3ae368c239e0a871:0xb557dbb9b32dd243!8m2!3d7.2731964!4d80.6037663!16s%2Fg%2F1hdzcdtn7!19sChIJcajgOcJo4zoRQ9Its7nbV7U?authuser=0&hl=en&rclk=1","Veterinary Research Institute","4.0","(22)","Research institute","·","·","Closed","7JF3+7GC, B365","· Opens 9 AM Mon","","","Website","",""
"https://www.google.com/maps/place/Pet+care+Animal+Clinic+%26+Surgery/data=!4m7!3m6!1s0x3ae367001d7f6807:0x428127696a2a5359!8m2!3d7.2731226!4d80.658032!16s%2Fg%2F11x07fcbp4!19sChIJB2h_HQBn4zoRWVMqamkngUI?authuser=0&hl=en&rclk=1","Pet care Animal Clinic & Surgery","","","Veterinarian","·","7MF5+66V, Maddepathana Road","","","","","","Directions","",""
"https://www.google.com/maps/place/Muruthalawa+Animal+Clinic/data=!4m7!3m6!1s0x3ae3697764f2887d:0x27f92a8e49fc6fda!8m2!3d7.2881179!4d80.5752459!16s%2Fg%2F11w_xsx4ny!19sChIJfYjyZHdp4zoR2m_8SY4q-Sc?authuser=0&hl=en&rclk=1","Muruthalawa Animal Clinic","5.0","(2)","Veterinarian","·","Ilukthenna, 284 Aladeniya-Eriyagama Rd","·","Opens soon","· 5:30 PM","071 852 4524","","Directions","",""
"https://www.google.com/maps/place/Animal+Pet+Care+Center/data=!4m7!3m6!1s0x3ae36f5a3c0de1dd:0xee7bfbe874e49153!8m2!3d7.2092566!4d80.5735894!16s%2Fg%2F11ltpvd0s1!19sChIJ3eENPFpv4zoRU5HkdOj7e-4?authuser=0&hl=en&rclk=1","Animal Pet Care Center","5.0","(6)","Veterinarian","·","No 88/1 Katakumbura Leemagahakotuwa","·","Open 24 hours","","077 985 7612","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","We felt completely reassured knowing our cat was in safe hands."
"https://www.google.com/maps/place/Kandy+Vets/data=!4m7!3m6!1s0x3ae369000a575fbf:0xb55900e7773e6874!8m2!3d7.2838158!4d80.6269047!16s%2Fg%2F11mcpdyck3!19sChIJv19XCgBp4zoRdGg-d-cAWbU?authuser=0&hl=en&rclk=1","Kandy Vets","","","Veterans hospital","·","29/A Tennakoon Mawatha","","","","076 626 6076","","Directions","",""
"https://www.google.com/maps/place/S.K+Pet+Shop/data=!4m7!3m6!1s0x3ae367d4eb663e73:0x499ebd5a07d7f90d!8m2!3d7.2990507!4d80.6367295!16s%2Fg%2F11c1s19cbl!19sChIJcz5m69Rn4zoRDfnXB1q9nkk?authuser=0&hl=en&rclk=1","S.K Pet Shop","3.7","(32)","Pet supply store","·","230 A9","·","Open","· Closes 7 PM","077 061 8939","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","They have  alll variety of"
"https://www.google.com/maps/place/Animal+clinic/data=!4m7!3m6!1s0x3ae36f007fffe9cd:0xce4dc2f0132eab8c!8m2!3d7.2204126!4d80.6061568!16s%2Fg%2F11yj_zgsl8!19sChIJzen_fwBv4zoRjKsuE_DCTc4?authuser=0&hl=en&rclk=1","Animal clinic","","","Emergency veterinarian service","·","6J94+QFX","","","","077 250 8484","","Directions","",""
"https://www.google.com/maps/place/MyPet+Animal+Clinic/data=!4m7!3m6!1s0x3ae36968b13aa217:0xfc86a668594d306f!8m2!3d7.3261236!4d80.6147979!16s%2Fg%2F11g0drh0gw!19sChIJF6I6sWhp4zoRbzBNWWimhvw?authuser=0&hl=en&rclk=1","MyPet Animal Clinic","4.6","(16)","Animal hospital","·","8JG7+CWV, A10","·","","","071 177 7591","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Very kind"
"https://www.google.com/maps/place/Pet+Cure+Animal+Clinic/data=!4m7!3m6!1s0x3ae369a974010995:0x1b8ba0e3aeb0692d!8m2!3d7.2692774!4d80.592784!16s%2Fg%2F11r3db6s7x!19sChIJlQkBdKlp4zoRLWmwruOgixs?authuser=0&hl=en&rclk=1","Pet Cure Animal Clinic","4.6","(5)","Veterinarian","·","2/4/B, 1 Gannoruwa Road","·","","","076 112 7766","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Loving the place"
